"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
975,2,0,2,"SkyhighShroomguy","CHERRYGARCIA","6/29/2017",5,331,"Very Fast, and Discreet! Thank you kindly!","Oxycodon"
976,6,-2,4,"artsupplies","CHERRYGARCIA","5/22/2017",5,464,"Him and I had a problem with him switching orders and once i got a hold of him, he made it right and was nothing but a professional and a real nice guy. HE IS SIMPLY THE BEST! 11/10. ","Speed"
977,3,0,3,"euphoria4life","CHERRYGARCIA","5/23/2017",5,138,"Always happy doing business with CHERRYGARCIA","Speed"
978,3,0,3,"euphoria4life","CHERRYGARCIA","5/4/2017",5,36,"Good deal","Speed"
979,3,0,3,"euphoria4life","CHERRYGARCIA","4/27/2017",5,204,"Very Happy","Speed"
980,3,0,3,"BWCK37","CHERRYGARCIA","6/17/2017",5,176,"Always very, very happy with CherryGarcia!","Speed"
981,4,0,4,"BWCK37","CHERRYGARCIA","6/5/2017",5,210,"Awesome!","Speed"
982,2,0,2,"jayweiner79","CHERRYGARCIA","6/19/2017",5,879,"As advertised.  Recommend CherryGarcia","Speed"
983,3,0,3,"Kat12345","CHERRYGARCIA","5/14/2017",5,181,"Arrived quick and great product, I will order again","Speed"
984,0,-4,-4,"Kat12345","CHERRYGARCIA","6/9/2017",5,318,"Was sent reshipment due to lost order. Vendor provided tracking number with the reshipment and provided twice the amount at no extra cost. ","Speed"
985,3,0,3,"Junta ","CHERRYGARCIA","6/4/2017",5,213,"Excellent vendor ","Speed"
986,3,0,3,"asgard3317","CHERRYGARCIA","4/13/2017",5,397,"Perfect as always!","Cocaine"
987,10,0,10,"JTCurry","CHERRYGARCIA","4/22/2017",5,703,"SUPER GREAT GUY! Has been amazing to deal with! I will update once I receive item.","Cocaine"
988,0,-5,-5,"unkn0wn","CHERRYGARCIA","4/23/2017",5,73,"Very stealthy, no bullshit","DMT"
989,3,0,3,"phasedog","CHERRYGARCIA","4/14/2017",5,382,"CherryGarcia is the best!","DMT"
990,4,0,4,"buysenberg","CHERRYGARCIA","6/10/2017",5,773,"Best vendor you can trust","DMT"
991,0,-1,-1,"hercules","CHERRYGARCIA","5/18/2017",-1,259,"No turn up:(","DMT"
992,0,-1,-1,"hercules","CHERRYGARCIA","5/17/2017",-1,261,"No turn up:(","DMT"
993,6,-5,1,"thekinderone","CHERRYGARCIA","4/17/2017",5,75,"Oh hell yeah, i will forever love my guy Cherry, through in an Superman just cause, no vendor will top this man. Guarenteed","DMT"
994,5,-2,3,"scuzzybutton","CHERRYGARCIA","6/21/2017",5,414,"excellent! thanks cherry! you dont be disappointed doing business with this fella!","DMT"
995,9,0,9,"asgard3317","CHERRYGARCIA","5/2/2017",5,375,"Excellent product! Excellent price! Excellent vendor!","Xanax"
996,3,0,3,"djmike1","CHERRYGARCIA","5/19/2017",3.57,2370,"great as aways","Xanax"
997,4,0,4,"WundoMorph","CHERRYGARCIA","5/20/2017",5,170,"amazingly fast delivery, this guy knows what he's doing. they came in 2mg non-generic, will be buying again, awesome venfor!","Xanax"
998,4,0,4,"pf4l","CHERRYGARCIA","5/23/2017",5,683,"AWESOME VENDOR!!!!!!!!","Xanax"
999,3,0,3,"Dmh73","CHERRYGARCIA","5/26/2017",5,1859,"Another smooth transaction with cherry. Best vendor on SR. .","Xanax"
1000,9,0,9,"jannerlessley","CHERRYGARCIA","6/4/2017",5,2880,"WONDERFUL pills, very strong, got several extra, very very happy, will buy again","Xanax"
1001,3,0,3,"martica401k","CHERRYGARCIA","5/30/2017",5,307,"perfect seller","Xanax"
1002,8,-3,5,"jannerlessley","CHERRYGARCIA","6/19/2017",5,2793,"YES! THEY CAME SO FAST! I was worried because he changed his shipping but came even faster and pills are great! Always trust this great seller","Xanax"
1003,3,-3,0,"euphoria4life","CHERRYGARCIA","6/4/2017",5,533,"Its always good doing business with you and I plan to for a long time but this order I got this time was a little disappointing on the quanity compared to past orders I have had, but no biggy its still a 5/5","Xanax"
1004,3,0,3,"euphoria4life","CHERRYGARCIA","5/23/2017",5,299,"Always happy doing business with CHERRYGARCIA","Xanax"
1005,3,0,3,"euphoria4life","CHERRYGARCIA","5/22/2017",5,142,"Always happy doing business with CHERRYGARCIA","Xanax"
1006,0,-1,-1,"buysenberg","CHERRYGARCIA","6/11/2017",-5,422,"Only sent half order, never fixed it ( month later no communication)","Xanax"
1007,3,0,3,"JBWeld","CHERRYGARCIA","4/24/2017",0,434,"Not to good","Xanax"
1008,11,-2,9,"Tovarish1","CHERRYGARCIA","5/19/2017",3.57,2384,"Good stuff, I'm very pleased. All I would say is, appearance wise, I wish they look more like the manufacturer's. For the price, can't complain. Thanks Cherry!","Oxycodon"
1009,3,0,3,"fryguy45","CHERRYGARCIA","5/3/2017",5,365,"Always good ! Returning customer!","Xanax"
1010,3,-1,2,"leroyjenkins","CHERRYGARCIA","6/23/2017",5,445,"Took longer than usual, but no worries.  Still the best vendor on SR","Xanax"
1011,3,0,3,"Junta ","CHERRYGARCIA","5/31/2017",5,561,"Excellent vendor ","Xanax"
1012,3,0,3,"honre1","CHERRYGARCIA","6/4/2017",5,507,"CG = most trustworthy and best out","Xanax"
1013,3,0,3,"live100","CHERRYGARCIA","5/27/2017",5,581,"Great first time experience.","Xanax"
1014,2,0,2,"WundoMorph","CHERRYGARCIA","5/7/2017",5,15,".Promptly Delivered, Thanks!","Xanax"
1015,1,0,1,"asgard3317","CHERRYGARCIA","5/2/2017",5,2917,"Cherry is the King of Silkroad. Your Bitcoin is always safe with Cherry!","Percocet"
1016,0,-1,-1,"wubbalubbadubdub","CHERRYGARCIA","4/20/2017",5,37,"You know the score.  Cherry bomb!","Xanax"
1017,0,-4,-4,"philly59","CHERRYGARCIA","6/10/2017",-5,1309,"sent 2 shit batches now. ","Percocet"
1018,6,0,6,"euphoria4life","CHERRYGARCIA","5/1/2017",5,159,"Great Vender, Very Happy","Xanax"
1019,3,0,3,"euphoria4life","CHERRYGARCIA","5/4/2017",5,178,"Good Quality","Heroin"
1020,3,0,3,"euphoria4life","CHERRYGARCIA","5/1/2017",5,79,"Very Happy Again","Xanax"
1021,2,0,2,"matthewsonia33","CHERRYGARCIA","4/28/2017",5,150,"Thanks for everything you do for your customers, Cherry","4-ACO-DMT"
1022,3,0,3,"euphoria4life","CHERRYGARCIA","5/4/2017",5,179,"Good Quality","Heroin"
1023,3,-5,-2,"Junta ","CHERRYGARCIA","5/6/2017",5,203,"Mad love for this vendor. Don't even bother with the rest. ","Heroin"
1024,0,-4,-4,"Cospringer","CHERRYGARCIA","5/26/2017",5,868,"This dude.  This dude is the fucking man. ","Percocet"
1025,0,-6,-6,"mcbeanz28","clickclick","11/28/2017",0,75,"Fucked me over refused to reship","Weed"
1026,0,-2,-2,"spookichick","clickclick","12/22/2017",-5,118,"scam","Fentanyl"
1027,7,-1,6,"Manuva1","cocacolacrew","6/18/2017",5,1362,"All good, order has arrived today.  Cocacolacrew are tops!  Slight delay with order but everything aok now! Cheers guys.","Cocaine"
1028,11,-1,10,"rob","cocacolacrew","6/2/2017",5,58,"I've tried a few different venders looking for the good stuff, this is definitely the best so far, well worth the money, no dusty powder it's nice and chunky. I will definitely buy again ","Cocaine"
1029,3,0,3,"kipperbill","cocacolacrew","6/2/2017",5,750,"great quality, will order again","Cocaine"
1030,7,0,7,"Manuva1","cocacolacrew","6/5/2017",5,669,"Top notch stuff, stealth delivery.  Thanks for the great times! ","Cocaine"
1031,3,0,3,"killakuts69","cocacolacrew","6/24/2017",5,167,"excellent a+++","Cocaine"
1032,0,-1,-1,"Manuva1","cocacolacrew","6/12/2017",2,80,"1 x 1g has arrived, the other two haven' and I have sent several messages and no response.","MDMA"
1033,6,0,6,"Manuva1","cocacolacrew","6/14/2017",5,84,"Absolutely brilliant, clean pills!","Ecstasy"
1034,6,0,6,"chamith12","cocacolacrew","6/1/2017",5,73,"good pill good price","Ecstasy"
1035,3,0,3,"kipperbill","cocacolacrew","6/1/2017",5,184,"great quality and fast shipping","MDMA"
1036,3,0,3,"geegee27","cocacolacrew","6/21/2017",5,520,"Excellent prduct","Ecstasy"
1037,5,0,5,"geegee27","cocacolacrew","6/9/2017",5,412,"Excellent packaging. Gave me 3 extra. Trusted vendor","Ecstasy"
1038,3,0,3,"TRIH","cocacolacrew","6/16/2017",5,36,"Best MDMA I've ever had, will definitely be back!!","MDMA"
1039,2,0,2,"wubbalubbadubdub","connecto1","4/17/2017",5,345,"Ordered 4/17 in the evening, shipped the next day.  Will update upon reception!!!Received 4/29, with a little extra, have yet to try but sure connecto is legit and very satisfied.","Methadone"
1040,6,0,6,"AL666","connecto1","5/19/2017",5,149,"perfectl!! goodcomunication,verry fast and good product,good stealth! will order again!","Heroin"
1041,2,-2,0,"winston1666","connecto1","4/6/2017",5,250,"You really cant go wrong for the price!! Quality service and product. Cheers guys!!","Heroin"
1042,3,0,3,"Manesko","connecto1","6/13/2017",5,67,"Good","Heroin"
1043,1,-9,-8,"Doudoune","connecto1","6/9/2017",-5,101,"Very bad contact, seller in bad faith, more than a month waiting for nothing. --- AAA. BE MISLEADING","Heroin"
1044,5,-2,3,"frontst","connecto1","6/14/2017",5,77,"I love this guy!!!! Ill be back soon!! Thanks buddy","Heroin"
1045,9,0,9,"chebelgeco","connecto1","2/22/2017",5,1056,"Very fast and professional Best quality/price around Nice and patient: a pleasure to deal with!.","Heroin"
1046,3,0,3,"Tortilla69","connecto1","5/3/2017",4,817,"took forever not vendors fault great quality and on point","Heroin"
1047,3,0,3,"Tortilla69","connecto1","5/3/2017",4,817,"took forever not vendors fault great quality and on point","Heroin"
1048,5,-3,2,"jesus69moses","connecto1","3/16/2017",2.5,249,"very good price, quality sub-par but worth the extremely cheap price. weight was on point and i didn't notice any crazy additives or cuts","Heroin"
1049,6,0,6,"Opok","connecto1","5/6/2017",5,423," good comunication and good product","Heroin"
1050,5,0,5,"Tortilla69","connecto1","6/2/2017",4,542,"Took twice as long as usual, not vendors fault. good quality and always on point. Thanks connecto!","Heroin"
1051,4,0,4,"Tortilla69","connecto1","6/16/2017",5,1090,"AMAZING AS ALWAYS ","Heroin"
1052,2,0,2,"Peachpickerm8","connecto1","4/25/2017",5,513,"As expected. 5/5 would recommend =) ","Heroin"
1053,6,0,6,"poliwag1234","connecto1","5/1/2017",5,396,"Great vendor. Highly recommeded. Good quality. Responds quickly to any issues.","Heroin"
1054,5,0,5,"poliwag1234","connecto1","4/24/2017",5,520,"Great Vendor. Hightly recommeded!!! Thanks for your services","Heroin"
1055,5,0,5,"poliwag1234","connecto1","4/24/2017",5,521,"Great Vendor. Hightly recommeded!!! Thanks for your services","Heroin"
1056,9,0,9,"wubbalubbadubdub","connecto1","4/17/2017",5,989,"Delivery time: 7 days. Stealth: near perfect.  Quality and price:  The absolute best deal I have ever come across in my whole life.  Connecto is #1 by a country light year!!!  I have never been more satisfied.  Really, WEE-OW! Wish I had found him earlier.","Heroin"
1057,3,0,3,"kikinimod","connecto1","8/29/2017",5,327,"GREAT !","Heroin"
1058,9,0,9,"Peachpickerm8","connecto1","5/14/2017",5,1281,"Verry satisfied once again. connecto1 does if right. Had many orders with this vendor and and have always been satisfied with everything. connecto1 is very respectful and does a great job at communicating with his customers. Quality is always clean and pur","Heroin"
1059,6,0,6,"Peachpickerm8","connecto1","6/7/2017",5,834,"Satisfied once again! 10/10 awesome customer service and communication. Will be back soon!","Heroin"
1060,2,0,2,"Peachpickerm8","connecto1","4/25/2017",5,512,"As expected. 5/5 would recommend =) ","Heroin"
1061,3,0,3,"SamuraiDrogato","connecto1","5/15/2017",5,173,"You are the best !!!!","Heroin"
1062,0,0,0,"wubbalubbadubdub","connecto1","5/29/2017",5,993,"Received and as always connecto is THE CONNECTO.","Heroin"
1063,0,0,0,"strayedmutt","criso","11/8/2017",5,206,"Fast & flawless","Oxycodon"
1064,2,0,2,"robodicus","criso","11/2/2017",5,251,"Arrived late - due to the carrier. Vendor came through as he said he would. Thanks!","Oxycodon"
1065,11,0,11,"Hitme","criso","11/2/2017",5,138,"Awesome vendor, outstanding product!! Definitely recommend - highly!","Oxycodon"
1066,0,0,0,"strayedmutt","criso","11/9/2017",5,208,"Fast & flawless","Oxycodon"
1067,2,0,2,"rso4666","criso","10/4/2017",5,365,"thank you","Oxycodon"
1068,2,0,2,"BuddyRich","criso","12/10/2017",5,24,"Arrived in 24 days still trusted","Oxycodon"
1069,8,0,8,"SilentSwede","criso","10/16/2017",5,35,"Fast shipping, good packaging, and great product! Thanks","Oxycodon"
1070,5,0,5,"Hitme","criso","11/21/2017",5,115,"Consistent with excellent product. Recommend this vendor!","Oxycodon"
1071,4,0,4,"Helix123","criso","1/2/2018",5,112,"product super, easy to deal with and product is 100 %,pleasue to deal with","Oxycodon"
1072,3,0,3,"32aB97","criso","12/7/2017",5,102,"great vendor","Oxycodon"
1073,3,-3,0,"thedude056","criso","11/19/2017",5,44,"No took more then 2 weeks to get here and had the wrong address on it. Thankfully my mail man knows me and got it to the right place. order is great though just as discribedfeedback.","Oxycodon"
1074,0,0,0,"32aB97","criso","11/3/2017",5,224,"always reliable ","Oxycodon"
1075,3,0,3,"32aB97","criso","10/13/2017",5,267,"great service","Oxycodon"
1076,0,0,0,"32aB97","criso","9/29/2017",5,225,"fast delivery","Oxycodon"
1077,0,0,0,"32aB97","criso","10/5/2017",5,220,"always ships fast","Oxycodon"
1078,8,0,8,"Hitme","criso","10/31/2017",5,255,"This vendor is fantastic, highest quality oxies I've gotten from SR ever! HIGHLY recommend using Criso, very highly recommended!!!","Oxycodon"
1079,2,0,2,"hlopjer","criso","12/10/2017",5,50,"Took a little while but it was worth it!","Oxycodon"
1080,3,0,3,"hungryhippo420","criso","12/28/2017",5,13,"Great vendor","Oxycodon"
1081,3,0,3,"mcstumpe","criso","11/15/2017",5,218,"great stealth","Oxycodon"
1082,2,0,2,"comradcon","criso","11/20/2017",5,191,"A solid vendor - though it takes 3 weeks from Canada to the US","Oxycodon"
1083,0,0,0,"PortCityGuy72","criso","10/16/2017",5,35,"Fast shipping to states ","Oxycodon"
1084,2,0,2,"comradcon","criso","10/9/2017",5,327,"Did what he said he would. Clever shipper!","Oxycodon"
1085,3,0,3,"PortCityGuy72","criso","11/28/2017",5,82,"Excellent trustworthy vendor","Oxycodon"
1086,2,0,2,"PortCityGuy72","criso","11/9/2017",5,69,"Very fair ","Oxycodon"
1087,2,0,2,"PortCityGuy72","criso","10/18/2017",5,90,"Fast & friendly","Oxycodon"
1088,0,-3,-3,"Helix123","criso","12/19/2017",5,49,"No problems at all ","Oxycodon"
1089,3,0,3,"FireandBrimstone","criso","12/9/2017",5,138,"Great experience with this vendor! 5++!","Oxycodon"
1090,0,-1,-1,"JEBERLY69","darkboss","12/3/2017",-5,477,"no delivery.","Oxycodon"
1091,1,-6,-5,"binatone","darkboss","12/8/2017",5,55," \Life saver for me. BUT only because I take it when I truly need it. I suffer from day to day anxiety but I do not take it for that. I try to get rid of anxiety other natural ways. Real vendor ""","Xanax"
1092,0,-4,-4,"bobey","darkboss","12/8/2017",5,61,"For symptoms of ADHD (impulsivity, inability to sit still/restlessness, and inability to focus on a task at hand), I give this medication  and Vendor a  10/10.","Adderall"
1093,8,-14,-6,"treatrep","darkboss","12/2/2017",5,67,"Much effective in the relief of moderate to severe anxiety and panic attacks. I have troubled with excessive, uncontrollable and often irrational worry. Suggested to take Xanax and discover it as best for disorders.Am grateful to ottopharmacy for sending m","Adderall"
1094,2,0,2,"Asterix33","Deepstatus","9/25/2017",5,241,"Arrived in Austria about 12 days after ordering, everything went fine","Speed"
1095,3,-2,1,"Lastres","Deepstatus","11/20/2017",5,56,"Great communication and stealth. I had a problem with my purchase but it was fairly fixed. Responsable vendor.","Speed"
1096,5,0,5,"branyiksz","Deepstatus","1/1/2018",5,34,"THE BEST!!!! :)) 1 week in Austria! Everything is OK!!! To be continued.... ;)Thank you very much!!!","Speed"
1097,2,0,2,"odnejin2","Deepstatus","1/3/2018",5,63,"Everything went fine!","Speed"
1098,5,0,5,"jthegunner","Deepstatus","12/23/2017",5,56,"I am very satisfied with the order. The price is completely okay, as well as the delivery time (10 days over Christmas) is quite good. The quality I rate as okay. I will have the substance tested in a laboratory and put the quality value here.","Speed"
1099,0,-2,-2,"psychobabble","Deepstatus","10/21/2017",0,80,"Fast delivery, Stealth, Weak Produkt.","Speed"
1100,2,0,2,"MTLXXL0815","Deepstatus","6/4/2017",5,371,"Superior quality and extra fast delivery to Germany. I can highly recomend this vendor! ","Speed"
1101,5,0,5,"KuBu1234HvHv","Deepstatus","6/18/2017",5,170,"Seller is very communicative! Shipping is correct, Produkt is very good for this price! Thank you!","Speed"
1102,5,0,5,"fuchur","Deepstatus","12/26/2017",5,29,"Goods arrived 5 working days after marked shipped. Thanks for good quality. fuchur / Germany","Speed"
1103,6,0,6,"Nexro043","Deepstatus","12/24/2017",5,108,"Shipped to Austria, fairly fast even through the holidays. Good product, very good stealth! Will buy again.","Speed"
1104,10,0,10,"itcontractorplus","Deepstatus","8/2/2017",-5,248,"Good party coke but not best quality...hope if I order again it is better..this was about 50 percent; arrived 16 days","Cocaine"
1105,3,0,3,"IamTheCloud","Deepstatus","10/20/2017",5,121,"Delivery to the Netherlands took 2 day, great product. I will be back","Cocaine"
1106,3,0,3,"messedup2","Deepstatus","11/15/2017",5,298,"great stuff well delivered to uk","Cocaine"
1107,0,-2,-2,"openbook","Deepstatus","1/7/2018",5,128,"*account comprimised* some one has finalized order and given seller negative feedback. order not yet recived.","Cocaine"
1108,3,0,3,"openbook","Deepstatus","12/22/2017",5,130,"A tiny tad underweight. but quality is very good and vendor is prompt.","Cocaine"
1109,4,0,4,"openbook","Deepstatus","12/11/2017",5,42,"solid stuff will buy again. highly recommended. shipment was a little slow due to holidays.","Cocaine"
1110,6,0,6,"openbook","Deepstatus","11/8/2017",5,94,"very good stealth, makes good use of the mylar.product is of very decent quality.","Cocaine"
1111,0,0,0,"openbook","Deepstatus","6/24/2017",5,249,"arrived to asia in 10 days. decent quality.","Cocaine"
1112,0,0,0,"openbook","Deepstatus","11/29/2017",5,65,"8 days to asia. very reliable vendor.","Cocaine"
1113,4,0,4,"hownowbrownmeow","Deepstatus","10/21/2017",5,115,"UK. Brilliant, will deal with again!","Cocaine"
1114,4,0,4,"FDfg83","Deepstatus","4/13/2017",0.71,2412,"fast delivery, not effective as usual, feeled like streched cocaine","Cocaine"
1115,3,0,3,"leskcac023","Deepstatus","5/1/2017",5,106,"good order.  shipped to US","Cocaine"
