"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"Elagbiamine","WhiskersTheCat","11/16/2017",5,8,"Good product. Trustable seller","MDMA"
"freedomfighter420","WhiskersTheCat","11/28/2017",5,56,"legit vendor and product. tested it, straight to darkpurple/black..will be taste testing soon. will be back","MDMA"
"YoungChem","WhiskersTheCat","11/28/2017",5,56,"Really good quality! All of my customers really enjoyed. Just wish I could have tried it myself. They are a go to for great qualilty MDMA :)","MDMA"
"kingoftheocean","WhiskersTheCat","11/24/2017",5,7,"order came fast and well packed, still need to try it","MDMA"
"Geoff2","WhiskersTheCat","11/14/2017",-5,9,"No bueno","MDMA"
"darkwebninja","WhiskersTheCat","11/16/2017",5,9,"Fire","MDMA"
"PeakyBlinder","WhiskersTheCat","11/13/2017",5,9,"Fast shipping. Weight is on point and product looks good. Testing this weekend, will ordeer again if it does what it says on the tin. ","MDMA"
"proview25","xfuckx","11/8/2017",5,178,"great stealth A+","Cocaine"
"merc14","xfuckx","11/11/2017",5,50,"quick and easy thanks!","Cocaine"
"cholo101","xfuckx","11/12/2017",5,49,"ok stuff. Its not the best but you get what you pay for and  its worth the money. I'd defietly buy agian. 14DD to USA","Cocaine"
"beuzzleklair","xfuckx","1/22/2018",5,103,"Good Product - Quick Shipping","Cocaine"
"CraCra","xfuckx","9/10/2017",0,227,"Never Received","Cocaine"
"Buttnugget7","xfuckx","1/2/2018",5,38,"Shipped and received as ordered! ","Cocaine"
"mjjone","xfuckx","12/9/2017",5,77,"Fantastic stuff and quite generous","Cocaine"
"basssystem","xfuckx","1/6/2018",5,228,"Fast delivery (3 days to EU), very good product, and very discreet stealth... Just perfect thank you my friend!","Cocaine"
"tampo20","xfuckx","11/24/2017",5,137,"cosmos ,delivery quick, quality good !!!!!!!!!!!!!!!!","Cocaine"
"Artoh","xfuckx","1/2/2018",5,37,"Super","Cocaine"
"wgmavo","xfuckx","1/15/2018",5,401,"stealth, nice quality","Cocaine"
"PUMPKIN69","xfuckx","11/29/2017",5,151,"Service was phenomenal. Was very helpful with questions through email. Package was delivered within time of 5-21 days (day 9.) Stealth was great! Will definitely be buying from this seller again! Product is also fantastic and as described. ","Cocaine"
"Gcharbon","xfuckx","1/6/2018",5,66,"Quality was not really good... ","Cocaine"
"St4N","xfuckx","1/9/2018",5,148,"very good vendor and stuff","Cocaine"
"JonnyV","xfuckx","11/20/2017",5,132,"Excellent Product - Trusted Seller","Cocaine"
"Napoleon","xfuckx","11/15/2017",5,42,"Product was amazing. Never seen this kind of package TOPP","Cocaine"
"GFK","xfuckx","1/2/2018",5,203,"Super fast, only 2 days for 1200km !!! Great product the best SR seller I've seen so far. I highly recommend it!!!","Cocaine"
"Lastres","xfuckx","11/20/2017",5,37,"Nice but overrated in my opinion. 5 stars seller.","Cocaine"
"Peacockfeathers","xfuckx","11/15/2017",5,152,"Arrived but epected vaccuum sealed for security","Cocaine"
"eajet","xfuckx","11/14/2017",5,248,"Excellent product","Cocaine"
"mob91","xfuckx","11/23/2017",5,334,"Great stuff and great service","Cocaine"
"malibustacey","xfuckx","12/18/2017",5,87,"very clever packaging","Cocaine"
"wonkaswilly","xfuckx","11/25/2017",5,315,"Nice quality and very nice cloak!! ","Cocaine"
"protor","xfuckx","12/12/2017",5,159,"recommended ","Cocaine"
"socagirl","xfuckx","12/21/2017",5,8,"great product, friendly to work with but took 3+ weeks to arrive which is alittle too long. Stealth was good. ","Cocaine"
"Kencos","xfuckx","12/8/2017",5,36,"Nice Clean & Potent Cola,Pleasure to deal with, Will buy again","Cocaine"
"user922013","xfuckx","1/15/2018",5,199,"Great ! Thank's ;)","Cocaine"
"ibiza2016","xfuckx","1/24/2018",5,249,"As easy and relaible as Amazon. Top vendor ","Cocaine"
"stevejones","xfuckx","11/11/2017",5,21,"Great","Cocaine"
"Dadive","xfuckx","12/4/2017",5,96,"Happy Days!","Cocaine"
"pbrstreetgang37","xfuckx","12/27/2017",5,295,"excellent","Cocaine"
"clintdev","xfuckx","1/29/2018",5,246,"incredible service, delivered in 2 days and with top class stealth. WIll leave a further comment once ive sampled","Cocaine"
"protor","xfuckx","12/5/2017",5,233,"recommended ","Cocaine"
"patricelubumba","xfuckx","11/26/2017",3,64,"Smooth and clean! But not sure it's 90%..","Cocaine"
"moburns","xfuckx","11/28/2017",5,110,"Perfect","Cocaine"
"summerskiier","xfuckx","9/16/2017",5,130,"This vendor worked with me through a particularly difficult transaction despite the lack of incetive/profit on their end.  This says a lot about this vendors business character.  I highly reccomend xfuckx.","Cocaine"
"basssystem","xfuckx","1/23/2018",5,247,"More 90% pure, fast delivery, perfect thank you","Cocaine"
"Thibto5","xfuckx","1/6/2018",5,38,"2nd order, fast shipping, good vendor","Cocaine"
"anon36250","xfuckx","12/9/2017",5,140,"Great communication and good product.","Cocaine"
"society2017","xfuckx","12/24/2017",5,205,"Wonderful 10/10 ","Cocaine"
"feedbag","xfuckx","11/17/2017",5,73,"Boom, thank you ;)","Cocaine"
"killerninja","xfuckx","1/12/2018",5,41,"Fire 10/10. Thanks dude","Cocaine"
"uakiki44","xfuckx","12/11/2017",5,165,"Super good product + careful & stealthy packaging","Cocaine"
"catmando","xfuckx","11/20/2017",5,474,"good guy good coke","Cocaine"
"jiclun2018","xfuckx","11/21/2017",5,131,"well packed and good product. Thanks for the service","Cocaine"
"satoshi1234567","xfuckx","12/24/2017",5,125,"very good shit ty","Cocaine"
"duckman1","xfuckx","1/2/2018",5,38,"strongly recommend","Cocaine"
"ibiza2016","xfuckx","11/28/2017",5,226,"Absolute superb service. Best packaged product  arrived within a week.. Stelath is top class 10/10","Cocaine"
"bigkid","xfuckx","1/16/2018",5,211,"Thank you, great service and product. Will buy again. ","Cocaine"
"foufounepalace75","xfuckx","1/22/2018",5,105,"good, fast delivery","Cocaine"
"letsgethigh","xfuckx","10/29/2017",5,23,"excellenty quality. dropped me to my knees","Cocaine"
"Baretta","xfuckx","11/15/2017",5,19,"oh yeah :)","Cocaine"
"LeftSack23","xfuckx","12/19/2017",5,194,"Good communication, good qualty and very responsive ","Cocaine"
"JonnyV","xfuckx","12/28/2017",5,193,"Best Stuff on SR3.1 imo","Cocaine"
"wetermopi","xfuckx","1/23/2018",5,105,"Good quality!","Cocaine"
"Johnt6","xfuckx","11/29/2017",5,55,"Very trustworthy 5/5","Cocaine"
"protor","xfuckx","11/27/2017",5,292,"recommended ","Cocaine"
"Cantkeepoffit","xfuckx","12/7/2017",5,39,"nice product.","Cocaine"
"deepmrs","xfuckx","10/25/2017",5,130,"perfect in everything !! not the best quality I tried but 7/10, great quality price !! gentle and cool vendors! available and great communication !! shipping, 3 working days !! so i'm very happy! I highly recommend !!","Cocaine"
"KingGeorge","xfuckx","11/21/2017",5,667,"Awesome! Thanks","Cocaine"
"puffpaff","xfuckx","1/30/2018",5,57,"fast,good and perfekt stealth..thank you.","Cocaine"
"beuzzleklair","xfuckx","1/18/2018",5,94,"Good product and Quick delivery","Cocaine"
"Sparkee66","xfuckx","12/21/2017",5,162,"Very pleased with vendor xfuckx !!!","Cocaine"
"clara","xfuckx","11/28/2017",5,275,"positive","Cocaine"
"jacobnewton","xfuckx","11/27/2017",5,60,"great","Cocaine"
"tysto13","xfuckx","11/13/2017",5,263,"top!!","Cocaine"
"paradiseoakview","xfuckx","12/27/2017",5,109,"Great quality","Cocaine"
"Camborwellian","xfuckx","1/4/2018",5,187,"First Class Top Vendor ","Cocaine"
"society2017","xfuckx","1/30/2018",5,271,"Excellent product excellent vendor! Thank you","Cocaine"
"foufounepalace75","xfuckx","1/18/2018",5,49,"perfect !","Cocaine"
"ibiza2016","xfuckx","12/23/2017",5,109,"Superb service as always, professionally packaged, delivered on time and quality is the best ","Cocaine"
"harleywallbanger","xfuckx","9/10/2017",5,112,"Top notch product. Excellent service. ","Cocaine"
"moburns","xfuckx","12/31/2017",5,77,"Top stuff!","Cocaine"
"DHLreceiver","xfuckx","11/15/2017",5,20,"Perfect in all","Cocaine"
"Banks7777","xfuckx","1/14/2018",5,11,"Took 3 days to arrive to UK and great stealth packaging.","Cocaine"
"spikemc","xfuckx","12/4/2017",5,94,"LOVE X","Cocaine"
"ducazzi","xfuckx","1/9/2018",5,39,"very good product. Good Packaging and very rapid delivery","Cocaine"
"peanut","xfuckx","1/3/2018",5,181,"Perfect","Cocaine"
"wonkaswilly","xfuckx","11/25/2017",5,312,"Nice quality and very nice cloak!! ","Cocaine"
"Puri1","xfuckx","9/28/2017",5,114,"Good.","Cocaine"
"funguyrick","xfuckx","1/9/2018",5,189,"superb quality and service","Cocaine"
"harrypotter1","xfuckx","11/7/2017",5,20,"Perfect","Cocaine"
"anon36250","xfuckx","1/6/2018",5,229,"2nd time ordering from xfuckx good product and relieable vendor","Cocaine"
"Sintemaarten","xfuckx","11/26/2017",5,65,"Stealth shippen, good quantity","Cocaine"
"2and1makes3","xfuckx","11/3/2017",5,20,"Overall great experience with this vendor. Stealth is on point. Will buy from this vendor again. ","Cocaine"
"shanester72","xfuckx","12/23/2017",5,38,"Excellent packaging and the timing was superb. Quality most importantly was TOP NOTCH","Cocaine"
"Thibto5","xfuckx","12/23/2017",4,9,"Smart packaging, product looks OK, but announced 5day max to EU and i wait it 10days. ","Cocaine"
"WilleWallaton666","xfuckx","12/12/2017",5,34,"Excellent!","Cocaine"
"whothefuckknows","xfuckx","1/7/2018",4,167,"7% less weight than advertised, but everything else is perfect!","Cocaine"
"YoungChem","xxMarlborOxx","1/6/2018",5,37,"Everything is Good! Product has yet to be sampled, but tests passed and weight looks good. Came in 15 days to US.","MDMA"
"NewRoyalPineDK","xxMarlborOxx","1/21/2018",5,67,"Very helpful, good stealth, great delivery time (10 days from EU to US), and product was tested with Bunk Police, it's legit BD One happy customer here, I'm sure you will be as well","MDMA"
"fstd134","xxMarlborOxx","1/17/2018",5,53,"Good good good ","MDMA"
"Reindert","xxMarlborOxx","1/7/2018",4,19,"Four days for shipping within Holland is a bit long. In the add the pills seem blue and i receive pink B's. Let's hope the stuff is good than all is ok and can order more.","Ecstasy"
"butterylolipops","xxMarlborOxx","1/15/2018",5,210,"Nice. stealth was par, time was clutch, reacted in 2 seconds to ehrlich, good shit","LSD"
"tylerdurdeneo","xxMarlborOxx","1/25/2018",-5,260,"asshole scaamer. was replying right away till I told him that I tested and tried the blotter he sent me, and it has nothing on it. thats when he stopped responding. AVOID AT ALL COST!","LSD"
"NewRoyalPineDK","xxMarlborOxx","1/20/2018",5,251,"Idk what tylerdurdeneo is talkin about, test came back purple for me. Don't know about the amount per tab YET, but it is real. Great comm, 4 days, and awesome stealth","LSD"
"chng5893","xxMarlborOxx","1/16/2018",5,283,"Very fast communication. ","LSD"
"Babasturca9791","xxMarlborOxx","1/14/2018",5,54,"Very good stealth.","GHB"
"721pbq","yamakashi","6/2/2017",5,296,"crazy fast shipment. Clear white. Bang on weight","MDMA"
"909poplol","yamakashi","6/8/2017",-5,165,"No bueno","MDMA"
"909poplol","yamakashi","6/8/2017",-5,165,"No bueno","MDMA"
"acidpirate","yamakashi","10/17/2017",5,65,"Good quality, arrived within 3 days. Very happy with this.","Ketamine"
"Ambrias11","yamakashi","4/26/2017",5,187,"Great quality, fast delivery, perfect","Ketamine"
"Blowback1","yamakashi","6/4/2017",5,348,"Best Batch Yet thanks","Cocaine"
"Blowback1","yamakashi","5/30/2017",5,209,"Thanks","Cocaine"
"brandnewshape","yamakashi","10/31/2017",-5,80,"NEVER RECEIVED MY ORDER + NO REPLY TO MY SEVERAL MESSAGES... I'LL NEVER BUY ANYTHING TO THIS GUY. AVOID THIS SELLER !!!","Heroin"
"Brookboy70s","yamakashi","5/25/2017",5,303,"Really sucks that I never received this order. My friend in CA did not receive from yamakashi either.  Not good!","Ketamine"
"Brookboy70s","yamakashi","5/25/2017",5,305,"Really sucks that I never received this order. My friend in CA did not receive from yamakashi either.  Not good!","Ketamine"
"buglemonster","yamakashi","5/17/2017",5,270,"Nice stealth.","Cocaine"
"camaromanz","yamakashi","10/12/2017",0,158,"100 percent not Afghan Heroin wouldn't even shot or snort this stuff it's straight powder probably ground cinnamon no rocks or anything no dope smell highly disappointed could get better stuff off the city streets but at least it would be real heroin..","Heroin"
"canosprite","yamakashi","5/23/2017",5,326,"cool","MDMA"
"chall190316","yamakashi","5/6/2017",5,596,"Quick and stealthy. HQ Blow!","Cocaine"
"chowder8911","yamakashi","10/23/2017",5,87,"Good seller! Very happy with product and spedy delivery!","Heroin"
"cirio","yamakashi","4/24/2017",5,385,"The shipment did not arrive and the seller refunded 100% Sorry for my comments. regards","Cocaine"
"cirio","yamakashi","4/24/2017",5,387,"The shipment did not arrive and the seller refunded 100% Sorry for my comments. regards","Cocaine"
"cranberryft","yamakashi","5/19/2017",5,379,"Nice high ","MDMA"
"cranberryft","yamakashi","6/3/2017",5,344,"Good","Cocaine"
"dan171","yamakashi","10/10/2017",5,67,"Top Stuff ","Cocaine"
"Dany6118","yamakashi","6/3/2017",5,345,"Thank you for really good Ketamine, the best I've ever used.","Ketamine"
"DN12","yamakashi","10/11/2017",5,351,"Great Service & Product","Cocaine"
"DN12","yamakashi","10/24/2017",-5,270,"Didnt receive goods - no reply to messages","Cocaine"
"DonkeyVonMonkey","yamakashi","5/11/2017",5,254,"super speedy delivery A+++","MDMA"
"doriginalmrt","yamakashi","4/24/2017",-5,754,"Order never arrived. Vendor refused to communicate post payment,","Cocaine"
"doriginalmrt","yamakashi","4/24/2017",-5,759,"Order never arrived. Vendor refused to communicate post payment,","Cocaine"
"doubleplay60","yamakashi","10/14/2017",-5,317,"Total Scam.  I ordered product from these guys.  It's never come nor do they respond to my requests on where it is or giving me a refund!","MDMA"
